grade,gene,Gene description,Phenotype description
65,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17 ,Ichthyosis-short stature-brachydactyly-microspherophakia syndrome
65,CLDN19,claudin 19 ,Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis with severe ocular involvement
65,TRPC3,transient receptor potential cation channel subfamily C member 3 ,Spinocerebellar ataxia type 41
65,DIP2B,disco interacting protein 2 homolog B ,MENTAL RETARDATION FRA12A TYPE
65,TANC2,"""tetratricopeptide repeat"," ankyrin repeat and coiled-coil containing 2 [Source:HGNC Symbol;Acc:HGNC:30212]"""
65,SEMA5B,semaphorin 5B ,
65,PCDHAC1,"""protocadherin alpha subfamily C"," 1 [Source:HGNC Symbol;Acc:HGNC:8676]"""
65,SMPD4,sphingomyelin phosphodiesterase 4 ,NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY ARTHROGRYPOSIS AND STRUCTURAL BRAIN ANOMALIES
65,CENPT,centromere protein T ,SHORT STATURE AND MICROCEPHALY WITH GENITAL ANOMALIES
65,UGT1A7,UDP glucuronosyltransferase family 1 member A7 ,
65,ABCA2,ATP binding cassette subfamily A member 2 ,INTELLECTUAL DEVELOPMENTAL DISORDER WITH POOR GROWTH AND WITH OR WITHOUT SEIZURES OR ATAXIA
65,C22orf39,chromosome 22 open reading frame 39 ,
65,KCNA5,potassium voltage-gated channel subfamily A member 5 ,Familial atrial fibrillation
65,ADAT2,adenosine deaminase tRNA specific 2 ,
65,PAQR5,progestin and adipoQ receptor family member 5 ,
65,FUZ,fuzzy planar cell polarity protein ,Arnold-Chiari malformation type II
65,REV3L,"""REV3 like"," DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]"""
65,CIB2,calcium and integrin binding family member 2 ,Autosomal recessive non-syndromic sensorineural deafness type DFNB
65,SHC3,SHC adaptor protein 3 ,
65,CHTF8,chromosome transmission fidelity factor 8 ,
65,UBE2V1,ubiquitin conjugating enzyme E2 V1 ,
65,LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase ,
65,SUZ12,SUZ12 polycomb repressive complex 2 subunit ,Endometrial stromal sarcoma
65,USP20,ubiquitin specific peptidase 20 ,
65,EP400P1,EP400 pseudogene 1 ,
65,DNAI4,dynein axonemal intermediate chain 4 ,
65,KIF6,kinesin family member 6 ,
65,HOXC12,homeobox C12 ,
65,KCNK6,potassium two pore domain channel subfamily K member 6 ,
65,MB21D2,Mab-21 domain containing 2 ,
65,HRH3,histamine receptor H3 ,
65,SLTM,SAFB like transcription modulator ,
65,APC2,APC regulator of WNT signaling pathway 2 ,SOTOS SYNDROME
65,CTNND1,catenin delta 1 ,Blepharo-cheilo-odontic syndrome
65,POLE3,"""DNA polymerase epsilon 3"," accessory subunit [Source:HGNC Symbol;Acc:HGNC:13546]"""
65,ABCE1,ATP binding cassette subfamily E member 1 ,
65,HIPK4,homeodomain interacting protein kinase 4 ,
65,KIF17,kinesin family member 17 ,
65,SOAT1,sterol O-acyltransferase 1 ,
65,RORB,RAR related orphan receptor B ,Epilepsy idiopathic generalized susceptibility to 15
64,RIMKLB,ribosomal modification protein rimK like family member B ,
64,FGF10,fibroblast growth factor 10 ,APLASIA OF LACRIMAL AND SALIVARY GLANDS
64,CSNK1E,casein kinase 1 epsilon ,
64,SLC4A4,solute carrier family 4 member 4 ,Autosomal recessive proximal renal tubular acidosis
64,MTA3,metastasis associated 1 family member 3 ,
64,PLEKHG3,pleckstrin homology and RhoGEF domain containing G3 ,
64,PINK1,PTEN induced kinase 1 ,Young-onset Parkinson disease
64,GATM,glycine amidinotransferase ,L-Arginine:glycine amidinotransferase deficiency
64,MAGEA11,MAGE family member A11 ,
64,TMEM42,transmembrane protein 42 ,
64,DGKG,diacylglycerol kinase gamma ,
64,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit ,Weaver syndrome
64,LSS,lanosterol synthase ,Alopecia-intellectual disability syndrome
64,MBLAC2,metallo-beta-lactamase domain containing 2 ,
64,CCDC28A-AS1,CCDC28A antisense RNA 1 ,
64,FANCA,FA complementation group A ,Fanconi anemia
64,HAUS2,HAUS augmin like complex subunit 2 ,
64,TRIB3,tribbles pseudokinase 3 ,
64,ADIPOR2,adiponectin receptor 2 ,
64,NAP1L4,nucleosome assembly protein 1 like 4 ,
64,CADPS2,calcium dependent secretion activator 2 ,
64,MMP15,matrix metallopeptidase 15 ,
64,MN1,"""MN1 proto-oncogene"," transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:7180]"""
64,PIK3R5,phosphoinositide-3-kinase regulatory subunit 5 ,Spinocerebellar ataxia with axonal neuropathy type 2
64,KCNH5,potassium voltage-gated channel subfamily H member 5 ,INFANTILE EPILEPTIC ENCEPHALOPATHY
64,PCDH19,protocadherin 19 ,DRAVET SYNDROME
64,PRR18,proline rich 18 ,
64,FRAS1,Fraser extracellular matrix complex subunit 1 ,FRASER SYNDROME
64,E2F6,E2F transcription factor 6 ,
64,PTPRT,protein tyrosine phosphatase receptor type T ,
64,EFNA5,ephrin A5 ,
64,SLC46A1,solute carrier family 46 member 1 ,Hereditary folate malabsorption
64,GRIK4,glutamate ionotropic receptor kainate type subunit 4 ,
64,ATG14,autophagy related 14 ,
64,ADGRB3,adhesion G protein-coupled receptor B3 ,
64,NOL4,nucleolar protein 4 ,
64,PRDM6,PR/SET domain 6 ,Familial patent arterial duct
64,,"""novel protein"," readthrough between PIK3R2 and IFI30"""
64,ZFR2,zinc finger RNA binding protein 2 ,
64,RFC1,replication factor C subunit 1 ,Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome
64,AADACL2,arylacetamide deacetylase like 2 ,
64,MAP1B,microtubule associated protein 1B ,Periventricular nodular heterotopia
64,PTPN5,protein tyrosine phosphatase non-receptor type 5 ,
64,THAP3,THAP domain containing 3 ,
64,SAP30L,SAP30 like ,
64,SMIM27,small integral membrane protein 27 ,
64,XIRP2,xin actin binding repeat containing 2 ,
64,REEP2,receptor accessory protein 2 ,Autosomal spastic paraplegia type 72
64,FAT2,FAT atypical cadherin 2 ,SPINOCEREBELLAR ATAXIA 45
64,GFRA1,GDNF family receptor alpha 1 ,
64,STUM,"""stum"," mechanosensory transduction mediator homolog [Source:HGNC Symbol;Acc:HGNC:30491]"""
64,INCENP,inner centromere protein ,
64,RUNX3,RUNX family transcription factor 3 ,
64,ELP2,elongator acetyltransferase complex subunit 2 ,MENTAL RETARDATION AUTOSOMAL RECESSIVE 58
64,AP5S1,adaptor related protein complex 5 subunit sigma 1 ,
64,CXorf38,chromosome X open reading frame 38 ,
64,COPS7A,COP9 signalosome subunit 7A ,
64,ADCY5,adenylate cyclase 5 ,Benign hereditary chorea
64,RNF185,ring finger protein 185 ,
64,C16orf54,chromosome 16 open reading frame 54 ,
64,GPX7,glutathione peroxidase 7 ,
64,ITIH3,inter-alpha-trypsin inhibitor heavy chain 3 ,
64,PAQR4,progestin and adipoQ receptor family member 4 ,
64,NHLH2,nescient helix-loop-helix 2 ,
64,KAT6A,lysine acetyltransferase 6A ,Acute myeloid leukemia with t8
64,CNOT3,CCR4-NOT transcription complex subunit 3 ,Precursor T-cell acute lymphoblastic leukemia
64,SMTNL2,smoothelin like 2 ,
64,C16orf87,chromosome 16 open reading frame 87 ,
64,ZRANB1,zinc finger RANBP2-type containing 1 ,
64,SYNGR1,synaptogyrin 1 ,
64,RHOB,ras homolog family member B ,
64,RABL3,"""RAB"," member of RAS oncogene family like 3 [Source:HGNC Symbol;Acc:HGNC:18072]"""
64,SCN11A,sodium voltage-gated channel alpha subunit 11 ,Channelopathy-associated congenital insensitivity to pain
64,SON,SON DNA and RNA binding protein ,Brain malformations-musculoskeletal abnormalities-facial dysmorphism-intellectual disability syndrome
64,RBBP4,"""RB binding protein 4"," chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9887]"""
64,KIF18B,kinesin family member 18B ,
64,JAK3,Janus kinase 3 ,T-B+ severe combined immunodeficiency due to JAK3 deficiency
64,EVX2,even-skipped homeobox 2 ,
64,KLHL28,kelch like family member 28 ,
64,TMEM132B,transmembrane protein 132B ,
64,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2 ,1p36 deletion syndrome
64,DNAJC5,DnaJ heat shock protein family (Hsp40) member C5 ,CLN4B disease
64,ANKRD13B,ankyrin repeat domain 13B ,
64,PAQR7,progestin and adipoQ receptor family member 7 ,
64,SCAF8,SR-related CTD associated factor 8 ,
64,NIBAN1,niban apoptosis regulator 1 ,
64,SWI5,SWI5 homologous recombination repair protein ,
64,SPOCK2,"""SPARC (osteonectin)"," cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564]"""
64,DAB2IP,DAB2 interacting protein ,
64,OTUB1,"""OTU deubiquitinase"," ubiquitin aldehyde binding 1 [Source:HGNC Symbol;Acc:HGNC:23077]"""
64,FAM228A,family with sequence similarity 228 member A ,
64,USP22,ubiquitin specific peptidase 22 ,
64,NUFIP2,nuclear FMR1 interacting protein 2 ,
64,PPP2R5A,protein phosphatase 2 regulatory subunit B'alpha ,
64,WASL,WASP like actin nucleation promoting factor ,
64,SRC,"""SRC proto-oncogene"," non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]"""
64,SYMPK,symplekin ,
64,AAK1,AP2 associated kinase 1 ,
64,CAMKK2,calcium/calmodulin dependent protein kinase kinase 2 ,
64,TMEM237,transmembrane protein 237 ,Joubert Syndrome
64,JAKMIP2,janus kinase and microtubule interacting protein 2 ,
64,LRRC31,leucine rich repeat containing 31 ,
64,ZNF3,zinc finger protein 3 ,
64,PTPN18,protein tyrosine phosphatase non-receptor type 18 ,
64,TEK,TEK receptor tyrosine kinase ,Blue rubber bleb nevus
64,GAS1,growth arrest specific 1 ,Alobar holoprosencephaly
64,FAM219A,family with sequence similarity 219 member A ,
64,PDCD4,programmed cell death 4 ,
64,ZXDB,zinc finger X-linked duplicated B ,
64,PNMA3,PNMA family member 3 ,
64,TCL1A,TCL1 family AKT coactivator A ,Precursor T-cell acute lymphoblastic leukemia
64,NWD1,NACHT and WD repeat domain containing 1 ,
64,DCDC1,doublecortin domain containing 1 ,
64,HLA-E,"""major histocompatibility complex", class I
64,CPEB2,cytoplasmic polyadenylation element binding protein 2 ,
64,,novel protein,
64,UIMC1,ubiquitin interaction motif containing 1 ,
64,RHO,rhodopsin ,Congenital stationary night blindness
64,TCF4,transcription factor 4 ,Autosomal dominant non-syndromic intellectual disability
64,BICRA,BRD4 interacting chromatin remodeling complex associated protein ,BICRA-related Developmental Disorder
64,NDUFB5,NADH:ubiquinone oxidoreductase subunit B5 ,
64,MAU2,MAU2 sister chromatid cohesion factor ,MAU2 neurodevelopmental disorder
64,NOTCH4,notch receptor 4 ,
64,IFRD2,interferon related developmental regulator 2 ,
64,FOXL1,forkhead box L1 ,
64,ZDHHC14,zinc finger DHHC-type palmitoyltransferase 14 ,
64,FKBP1C,FKBP prolyl isomerase family member 1C ,
64,HDGFL3,HDGF like 3 ,
64,DTX1,deltex E3 ubiquitin ligase 1 ,
64,EXTL2,exostosin like glycosyltransferase 2 ,
64,CSMD1,CUB and Sushi multiple domains 1 ,
64,GP6,glycoprotein VI platelet ,Bleeding diathesis due to glycoprotein VI deficiency
64,FN1,fibronectin 1 ,Fibronectin glomerulopathy
64,HGF,hepatocyte growth factor ,Autosomal recessive non-syndromic sensorineural deafness type DFNB
64,PTK2,protein tyrosine kinase 2 ,
64,PFKM,"""phosphofructokinase"," muscle [Source:HGNC Symbol;Acc:HGNC:8877]"""
64,FGFBP1,fibroblast growth factor binding protein 1 ,
63,CCL25,C-C motif chemokine ligand 25 ,
63,RIN1,Ras and Rab interactor 1 ,
63,STXBP1,syntaxin binding protein 1 ,9q33.3q34.11 microdeletion syndrome
63,EIF4E2,eukaryotic translation initiation factor 4E family member 2 ,
63,PTBP1,polypyrimidine tract binding protein 1 ,
63,ZSCAN22,zinc finger and SCAN domain containing 22 ,
63,ABCC10,ATP binding cassette subfamily C member 10 ,
63,HDAC2,histone deacetylase 2 ,
63,NLE1,notchless homolog 1 ,
63,NEURL1,neuralized E3 ubiquitin protein ligase 1 ,
63,SLC7A2,solute carrier family 7 member 2 ,
63,DLGAP2,DLG associated protein 2 ,
63,HLA-B,"""major histocompatibility complex", class I
63,MAP3K21,mitogen-activated protein kinase kinase kinase 21 ,
63,TIMM21,translocase of inner mitochondrial membrane 21 ,
63,ZBTB7C,zinc finger and BTB domain containing 7C ,
63,C1orf56,chromosome 1 open reading frame 56 ,
63,RMND5B,required for meiotic nuclear division 5 homolog B ,
63,ZNF230,zinc finger protein 230 ,
63,METTL7A,methyltransferase like 7A ,
63,SHANK1,SH3 and multiple ankyrin repeat domains 1 ,Autism
63,TBRG1,transforming growth factor beta regulator 1 ,
63,APOLD1,apolipoprotein L domain containing 1 ,
63,DCAF12L1,DDB1 and CUL4 associated factor 12 like 1 ,
63,LY75,lymphocyte antigen 75 ,
63,ZNF80,zinc finger protein 80 ,
63,TESPA1,"""thymocyte expressed"," positive selection associated 1 [Source:HGNC Symbol;Acc:HGNC:29109]"""
63,CNR2,cannabinoid receptor 2 ,
63,UGT3A1,UDP glycosyltransferase family 3 member A1 ,
63,FBXO43,F-box protein 43 ,
63,LRIG2,leucine rich repeats and immunoglobulin like domains 2 ,Ochoa syndrome
63,WNT7B,Wnt family member 7B ,
63,CHAF1B,chromatin assembly factor 1 subunit B ,
63,GSDMB,gasdermin B ,
63,DAD1,defender against cell death 1 ,
63,STAMBPL1,STAM binding protein like 1 ,
63,HIPK1,homeodomain interacting protein kinase 1 ,
63,MET,"""MET proto-oncogene"," receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]"""
63,GORASP1,golgi reassembly stacking protein 1 ,
63,NMT1,N-myristoyltransferase 1 ,
63,HHIP,hedgehog interacting protein ,
63,RAB4B-EGLN2,RAB4B-EGLN2 readthrough (NMD candidate) ,
63,SMYD5,SMYD family member 5 ,
63,TTYH3,tweety family member 3 ,
63,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha ,Microcephaly-corpus callosum hypoplasia-intellectual disability-facial dysmorphism syndrome
63,TAFA5,TAFA chemokine like family member 5 ,
63,PPP6R3,protein phosphatase 6 regulatory subunit 3 ,
63,PPP1R3E,protein phosphatase 1 regulatory subunit 3E ,
63,NETO2,neuropilin and tolloid like 2 ,
63,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1 ,
63,PLEKHA8,pleckstrin homology domain containing A8 ,
63,TENM3,teneurin transmembrane protein 3 ,Colobomatous microphthalmia
63,MCUB,mitochondrial calcium uniporter dominant negative subunit beta ,
63,PUS10,pseudouridine synthase 10 ,
63,COL2A1,collagen type II alpha 1 chain ,Achondrogenesis type 2
63,AGR2,"""anterior gradient 2"," protein disulphide isomerase family member [Source:HGNC Symbol;Acc:HGNC:328]"""
63,SLC27A5,solute carrier family 27 member 5 ,Bile acid CoA ligase deficiency and defective amidation
63,XIRP1,xin actin binding repeat containing 1 ,
63,EHD3,EH domain containing 3 ,
63,AKR1C1,aldo-keto reductase family 1 member C1 ,
63,DPP6,dipeptidyl peptidase like 6 ,Autosomal dominant primary microcephaly
63,ZNF154,zinc finger protein 154 ,
63,SSX3,SSX family member 3 ,
63,IL17RD,interleukin 17 receptor D ,Kallmann Syndrome
63,TBPL1,TATA-box binding protein like 1 ,
63,NUDT17,nudix hydrolase 17 ,
63,CFAP57,cilia and flagella associated protein 57 ,
63,VPS26C,VPS26 endosomal protein sorting factor C ,
63,SLC36A1,solute carrier family 36 member 1 ,
63,SRSF10,serine and arginine rich splicing factor 10 ,
63,ZNF746,zinc finger protein 746 ,
63,MYO5A,myosin VA ,Griscelli syndrome type 1
63,RAB10,"""RAB10"," member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]"""
63,CTNNA3,catenin alpha 3 ,Familial isolated arrhythmogenic ventricular dysplasia biventricular form
63,NKAIN1,sodium/potassium transporting ATPase interacting 1 ,
63,GNB5,G protein subunit beta 5 ,GNB5-related intellectual disability-cardiac arrhythmia syndrome
63,UBE2H,ubiquitin conjugating enzyme E2 H ,
63,MED12L,mediator complex subunit 12L ,Autosomal dominant non-syndromic intellectual disability
63,GCFC2,GC-rich sequence DNA-binding factor 2 ,
63,TOM1L2,target of myb1 like 2 membrane trafficking protein ,
63,PRKCD,protein kinase C delta ,Autoimmune lymphoproliferative syndrome
63,KRT77,keratin 77 ,
63,AKAIN1,A-kinase anchor inhibitor 1 ,
63,MRO,maestro ,
63,DMKN,dermokine ,
63,RALGAPB,Ral GTPase activating protein non-catalytic subunit beta ,
63,CALY,calcyon neuron specific vesicular protein ,
63,NCAPG2,non-SMC condensin II complex subunit G2 ,KHAN-KHAN-KATSANIS SYNDROME
63,RARB,retinoic acid receptor beta ,Matthew-Wood syndrome
63,TSPYL6,TSPY like 6 ,
63,TCTA,T cell leukemia translocation altered ,
63,DHCR24,24-dehydrocholesterol reductase ,DESMOSTEROLOSIS
63,MACC1,MET transcriptional regulator MACC1 ,
63,GABBR1,gamma-aminobutyric acid type B receptor subunit 1 ,
63,FOXJ3,forkhead box J3 ,
63,TCF7L1,transcription factor 7 like 1 ,
63,ZNF382,zinc finger protein 382 ,
63,KPNA1,karyopherin subunit alpha 1 ,
63,NCOA1,nuclear receptor coactivator 1 ,
63,KRR1,KRR1 small subunit processome component homolog ,
63,TOLLIP,toll interacting protein ,
63,CDCA5,cell division cycle associated 5 ,
63,GCOM1,GRINL1A complex locus 1 ,
63,PADI2,peptidyl arginine deiminase 2 ,
63,PHLDB3,pleckstrin homology like domain family B member 3 ,
63,NGEF,neuronal guanine nucleotide exchange factor ,
63,RCE1,Ras converting CAAX endopeptidase 1 ,
63,ZBTB46,zinc finger and BTB domain containing 46 ,
63,HMGB1,high mobility group box 1 ,
63,CISH,cytokine inducible SH2 containing protein ,BACTEREMIA SUSCEPTIBILITY TO 2
63,POR,cytochrome p450 oxidoreductase ,Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency
63,CFAP299,cilia and flagella associated protein 299 ,
63,ZNF185,zinc finger protein 185 with LIM domain ,
63,GABRA2,gamma-aminobutyric acid type A receptor subunit alpha2 ,Undetermined early-onset epileptic encephalopathy
63,GATD1,glutamine amidotransferase like class 1 domain containing 1 ,
63,CYP26C1,cytochrome P450 family 26 subfamily C member 1 ,Focal facial dermal dysplasia type IV
63,RALY,RALY heterogeneous nuclear ribonucleoprotein ,
63,RNF24,ring finger protein 24 ,
63,TPST2,tyrosylprotein sulfotransferase 2 ,
63,IL33,interleukin 33 ,
63,HUS1,HUS1 checkpoint clamp component ,
63,RNF215,ring finger protein 215 ,
63,PSD2,pleckstrin and Sec7 domain containing 2 ,
63,ZNF592,zinc finger protein 592 ,CAMOS syndrome
63,AVIL,advillin ,NEPHROTIC SYNDROME TYPE 21
63,PDLIM1,PDZ and LIM domain 1 ,
63,RNF212,ring finger protein 212 ,RECOMBINATION RATE QUANTITATIVE TRAIT LOCUS 1
63,VASH1,vasohibin 1 ,
63,PRLHR,prolactin releasing hormone receptor ,
63,BVES,blood vessel epicardial substance ,BVES-related limb-girdle muscular dystrophy
63,RAB11FIP5,RAB11 family interacting protein 5 ,
63,ARID2,AT-rich interaction domain 2 ,COFFIN-SIRIS SYNDROME
63,CAMTA2,calmodulin binding transcription activator 2 ,
63,AMN1,antagonist of mitotic exit network 1 homolog ,
63,LRPPRC,leucine rich pentatricopeptide repeat containing ,Congenital lactic acidosis Saguenay-Lac-Saint-Jean type
63,RAMAC,RNA guanine-7 methyltransferase activating subunit ,
63,SOX8,SRY-box transcription factor 8 ,
63,CLEC16A,C-type lectin domain containing 16A ,
63,TMEM26,transmembrane protein 26 ,
63,GRK2,G protein-coupled receptor kinase 2 ,
63,SAR1B,secretion associated Ras related GTPase 1B ,CHYLOMICRON RETENTION DISEASE
63,GIT1,GIT ArfGAP 1 ,
63,TERB1,telomere repeat binding bouquet formation protein 1 ,
63,IFT43,intraflagellar transport 43 ,Cranioectodermal dysplasia
63,MAP4K2,mitogen-activated protein kinase kinase kinase kinase 2 ,
63,IVD,isovaleryl-CoA dehydrogenase ,ISOVALERIC ACIDEMIA
63,SYT3,synaptotagmin 3 ,
63,GALR1,galanin receptor 1 ,
63,ACRV1,acrosomal vesicle protein 1 ,
63,CNIH4,cornichon family AMPA receptor auxiliary protein 4 ,
63,PDLIM2,PDZ and LIM domain 2 ,
62,CNOT9,CCR4-NOT transcription complex subunit 9 ,
62,VPS50,VPS50 subunit of EARP/GARPII complex ,
62,GFRA2,GDNF family receptor alpha 2 ,
62,ISL2,ISL LIM homeobox 2 ,
62,PGM3,phosphoglucomutase 3 ,PGM3-CDG
62,CTBP2,C-terminal binding protein 2 ,
62,TFE3,transcription factor binding to IGHM enhancer 3 ,Alveolar soft-tissue sarcoma
62,PITHD1,PITH domain containing 1 ,
62,FAM91A1,family with sequence similarity 91 member A1 ,
62,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2 ,Autosomal recessive spastic paraplegia type 69
62,SYNPO,synaptopodin ,
62,KPTN,"""kaptin"," actin binding protein [Source:HGNC Symbol;Acc:HGNC:6404]"""
62,CEMIP2,cell migration inducing hyaluronidase 2 ,
62,COG2,component of oligomeric golgi complex 2 ,COG2-CDG
62,MAP3K2,mitogen-activated protein kinase kinase kinase 2 ,
62,BCO1,beta-carotene oxygenase 1 ,Hereditary hypercarotenemia and vitamin A deficiency
62,PSMA4,proteasome 20S subunit alpha 4 ,
62,MPV17L2,MPV17 mitochondrial inner membrane protein like 2 ,
62,KCNMA1,potassium calcium-activated channel subfamily M alpha 1 ,Generalized epilepsy-paroxysmal dyskinesia syndrome
62,SELENOK,selenoprotein K ,
62,SCRT2,scratch family transcriptional repressor 2 ,
62,TNNI1,"""troponin I1"," slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11945]"""
62,KCNK10,potassium two pore domain channel subfamily K member 10 ,
